name,url,remote_testing,adaptive_irt,test_types,description,job_levels,duration,languages,key_features,source
Siebel Development (New),/solutions/products/product-catalog/view/siebel-development-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 8,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Smart Interview Live,/solutions/products/product-catalog/view/smart-interview-live/,TRUE,FALSE,Personality & Behavior,"SHL Live Video Interview is areal-timevideo interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.Language AvailabilityThe Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).",Entry-Level; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = Variable,English (USA),Personality assessment,Individual Test Solutions
Smart Interview Live Coding,/solutions/products/product-catalog/view/smart-interview-live-coding/,TRUE,FALSE,Knowledge & Skills,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only.",Graduate; Manager; Mid-Professional; Professional Individual Contributor; Entry-Level,Approximate Completion Time in minutes = Variable,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Smart Interview On Demand,/solutions/products/product-catalog/view/smart-interview-on-demand/,TRUE,FALSE,Personality & Behavior,"Smart Interview On Demand is arecorded(asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability Theadministrator and evaluator interfaceis available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

Theparticipant interfaceis available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level; Supervisor; Manager; Front Line Manager; General Population; Graduate; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = Variable,English (USA); Chinese Simplified,Personality assessment,Individual Test Solutions
Social Media (New),/solutions/products/product-catalog/view/social-media-new/,TRUE,FALSE,Knowledge & Skills,Multi-choice test that measures the knowledge about the different social media platforms.,Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 10,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Software Business Analysis,/solutions/products/product-catalog/view/software-business-analysis/,TRUE,TRUE,Knowledge & Skills,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 30,English (USA),Job-specific knowledge assessment,Individual Test Solutions
SonarQube (New),/solutions/products/product-catalog/view/sonarqube-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = TBC,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Spelling (U.S.) (New),/solutions/products/product-catalog/view/spelling-u-s-new/,TRUE,FALSE,Knowledge & Skills,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,Entry-Level,Approximate Completion Time in minutes = 0,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Split Screen Typing Test - Form 1,/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,TRUE,FALSE,Ability & Aptitude; Knowledge & Skills,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.",Entry-Level,Approximate Completion Time in minutes = 6,English (USA); English (Australia); English International,Cognitive ability assessment; Job-specific knowledge assessment,Individual Test Solutions
Spring (New),/solutions/products/product-catalog/view/spring-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 9,English (USA),Job-specific knowledge assessment,Individual Test Solutions
SQL (New),/solutions/products/product-catalog/view/sql-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 9,English (USA),Job-specific knowledge assessment,Individual Test Solutions
SQL Server (New),/solutions/products/product-catalog/view/sql-server-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 11,English (USA),Job-specific knowledge assessment,Individual Test Solutions
SQL Server Analysis Services (SSAS) (New),/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 15,English (USA),Job-specific knowledge assessment,Individual Test Solutions
SQL Server Integration Services (SSIS) (New),/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 10,English (USA),Job-specific knowledge assessment,Individual Test Solutions
SQL Server Reporting Services (SSRS) (New),/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 10,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Statistical Analysis System (New),/solutions/products/product-catalog/view/statistical-analysis-system-new/,TRUE,FALSE,Knowledge & Skills,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 11,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Struts (New),/solutions/products/product-catalog/view/struts-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 5,English (USA),Job-specific knowledge assessment,Individual Test Solutions
SVAR - Spoken English (AUS),/solutions/products/product-catalog/view/svar-spoken-english-aus/,TRUE,FALSE,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,Approximate Completion Time in minutes = -,English (USA),Interactive simulation,Individual Test Solutions
SVAR - Spoken English (Indian Accent)  (New),/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,TRUE,FALSE,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,Approximate Completion Time in minutes = -,English (USA),Interactive simulation,Individual Test Solutions
SVAR - Spoken English (U.K.),/solutions/products/product-catalog/view/svar-spoken-english-u-k/,TRUE,FALSE,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,Approximate Completion Time in minutes = -,English International,Interactive simulation,Individual Test Solutions
SVAR - Spoken English (US)  (New),/solutions/products/product-catalog/view/svar-spoken-english-us-new/,TRUE,FALSE,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,Approximate Completion Time in minutes = -,English (USA),Interactive simulation,Individual Test Solutions
SVAR - Spoken French (Canadian) (New),/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,TRUE,FALSE,Simulations,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,Approximate Completion Time in minutes = -,French (Canada),Interactive simulation,Individual Test Solutions
SVAR - Spoken French (European) (New),/solutions/products/product-catalog/view/svar-spoken-french-european-new/,TRUE,FALSE,Simulations,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,Approximate Completion Time in minutes = -,French,Interactive simulation,Individual Test Solutions
SVAR - Spoken Spanish (Castilian) (New),/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,TRUE,FALSE,Simulations,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,Approximate Completion Time in minutes = -,Spanish,Interactive simulation,Individual Test Solutions
SVAR - Spoken Spanish (North American) (New),/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,TRUE,FALSE,Simulations,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level,Approximate Completion Time in minutes = -,Latin American Spanish,Interactive simulation,Individual Test Solutions
Swing (New),/solutions/products/product-catalog/view/swing-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 4,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Tableau (New),/solutions/products/product-catalog/view/tableau-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 8,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Telecommunications Engineering (New),/solutions/products/product-catalog/view/telecommunications-engineering-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 7,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Teradata Development (New),/solutions/products/product-catalog/view/teradata-development-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 9,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Time Management (U.S.),/solutions/products/product-catalog/view/time-management-u-s/,TRUE,TRUE,Knowledge & Skills,"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters.",Entry-Level; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 15 to 35,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Training Development,/solutions/products/product-catalog/view/training-development/,TRUE,TRUE,Knowledge & Skills,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives.",Front Line Manager; Manager,Approximate Completion Time in minutes = 15 to 35,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Typing (New),/solutions/products/product-catalog/view/typing-new/,TRUE,FALSE,Simulations,Typing based test that evaluates typing speed and accuracy.,Entry-Level,Approximate Completion Time in minutes = 2,English (USA),Interactive simulation,Individual Test Solutions
UiPath RPA Development (New),/solutions/products/product-catalog/view/uipath-rpa-development-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 8,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Universal Competency Framework Interview Guide,/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,TRUE,FALSE,Competencies; Personality & Behavior,"The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions.

NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor",Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,,English International; Swedish; German; Finnish,Competency-based assessment; Personality assessment,Individual Test Solutions
Universal Competency Framework Job profiling guide,/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,TRUE,FALSE,Competencies; Personality & Behavior,"The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment",Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = Untimed,English International; Portuguese,Competency-based assessment; Personality assessment,Individual Test Solutions
Universal Competency Framework Profiler Cards (44),/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,TRUE,TRUE,Competencies; Personality & Behavior,"The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.",Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = Untimed,Portuguese (Brazil); Latin American Spanish; French; Chinese Simplified; Icelandic; Lithuanian; Danish; Dutch; English International; Finnish; German; Italian; Norwegian; Portuguese; Spanish; English (USA); Swedish,Competency-based assessment; Personality assessment,Individual Test Solutions
UNIX (New),/solutions/products/product-catalog/view/unix-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 9,English (USA),Job-specific knowledge assessment,Individual Test Solutions
VB.NET (New),/solutions/products/product-catalog/view/vb-net-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 10,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Verify - Deductive Reasoning,/solutions/products/product-catalog/view/verify-deductive-reasoning/,TRUE,TRUE,Ability & Aptitude,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability.

The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to:
•	draw logical conclusions based on information provided
•	identify strengths and weaknesses of arguments
•	complete scenarios using incomplete information

The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data.  

This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to:
•	evaluate arguments
•	analyse scenarios
•	draw logical conclusions",Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 20,Arabic; French (Canada); Portuguese (Brazil); Chinese Traditional; Chinese Simplified; Czech; Danish; Dutch; Finnish; French; German; Greek; Hungarian; Indonesian; English International; Italian; Japanese; Korean; Latin American Spanish; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Spanish; Swedish; Thai; Turkish; English (USA); Norwegian,Cognitive ability assessment,Individual Test Solutions
Verify - Following Instructions,/solutions/products/product-catalog/view/verify-following-instructions/,TRUE,FALSE,Ability & Aptitude,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,Entry-Level,Approximate Completion Time in minutes = 8,Latin American Spanish; Arabic; Chinese Simplified; German; French; Italian; Dutch; English (USA); English International,Cognitive ability assessment,Individual Test Solutions
Verify - G+,/solutions/products/product-catalog/view/verify-g/,TRUE,TRUE,Ability & Aptitude,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles.",General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Director; Entry-Level; Executive; Front Line Manager,Approximate Completion Time in minutes = 36,Romanian; English (USA); English International; French (Canada); Latin American Spanish; Arabic; Dutch; French; German; Swedish; Chinese Simplified; Chinese Traditional; Czech; Danish; Greek; Hungarian; Italian; Korean; Norwegian; Polish; Portuguese; Thai; Turkish; Finnish; Japanese; Spanish; Indonesian; Russian; Slovak; Serbian; Portuguese (Brazil); Vietnamese,Cognitive ability assessment,Individual Test Solutions
Verify - General Ability Screen,/solutions/products/product-catalog/view/verify-general-ability-screen/,TRUE,TRUE,Ability & Aptitude,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .
Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. 
As the name suggests, the test is designed to be used in screening or sifting processes",Entry-Level,Approximate Completion Time in minutes = 10,German; French (Canada); English (USA); English International; Latin American Spanish; Dutch; French; Chinese Simplified; Portuguese (Brazil); Turkish; Japanese,Cognitive ability assessment,Individual Test Solutions
Verify - Inductive Reasoning (2014),/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,TRUE,TRUE,Ability & Aptitude,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development.",Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Director; Entry-Level,Approximate Completion Time in minutes = 24,Portuguese (Brazil); Chinese Traditional; Chinese Simplified; Czech; Danish; Finnish; French; Hungarian; Indonesian; English International; Italian; Latin American Spanish; Norwegian; Portuguese; Russian; Thai; English (USA); French (Canada); Dutch; Polish; Slovak; Arabic; German; Greek; Japanese; Korean; Romanian; Serbian; Spanish; Swedish; Turkish,Cognitive ability assessment,Individual Test Solutions
Verify - Numerical Ability,/solutions/products/product-catalog/view/verify-numerical-ability/,TRUE,TRUE,Ability & Aptitude,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to:
•	Derive the numerical problem from a written problem
•	Calculate the answer to numerical equations
•	Work with numerical data in a realistic workplace context

The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.",Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 20,Arabic; Portuguese (Brazil); French (Canada); Chinese Simplified; Czech; Dutch; Finnish; French; German; Hungarian; Indonesian; English International; Italian; Japanese; Korean; Norwegian; Portuguese; Romanian; Russian; Slovak; Spanish; Swedish; Turkish; English (USA); Latin American Spanish; Polish; Serbian; Chinese Traditional; Danish; Thai; Greek,Cognitive ability assessment,Individual Test Solutions
Verify - Technical Checking - Next Generation,/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,TRUE,FALSE,Ability & Aptitude,"The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules.",Entry-Level,Approximate Completion Time in minutes = 5,Latin American Spanish; English (USA); English International; French; German; Italian; Dutch; Chinese Simplified,Cognitive ability assessment,Individual Test Solutions
Verify - Verbal Ability - Next Generation,/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,TRUE,TRUE,Ability & Aptitude,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles.",General Population; Graduate; Executive; Director; Entry-Level; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Front Line Manager,Approximate Completion Time in minutes = 15,English (USA); English International,Cognitive ability assessment,Individual Test Solutions
Verify - Working with Information,/solutions/products/product-catalog/view/verify-working-with-information/,TRUE,FALSE,Ability & Aptitude,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.,Entry-Level,Approximate Completion Time in minutes = 10,Greek; Arabic; Chinese Simplified; German; French; Italian; Dutch; English International; English (USA); Latin American Spanish,Cognitive ability assessment,Individual Test Solutions
Verify G+ - Ability Test Report,/solutions/products/product-catalog/view/verify-g-ability-test-report/,TRUE,FALSE,Ability & Aptitude,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user.",Information Technology,,English,Cognitive ability assessment,Individual Test Solutions
Verify G+ - Candidate Report,/solutions/products/product-catalog/view/verify-g-candidate-report/,TRUE,FALSE,Ability & Aptitude,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report.",General,,English,Cognitive ability assessment,Individual Test Solutions
Verify Interactive Ability Report,/solutions/products/product-catalog/view/verify-interactive-ability-report/,TRUE,FALSE,Ability & Aptitude,Verify Interactive Ability Report,Information Technology,,English,Cognitive ability assessment,Individual Test Solutions
Verify Interactive G+ Candidate Report,/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,TRUE,FALSE,Ability & Aptitude,Verify Interactive G+ Candidate Report,General,,English,Cognitive ability assessment,Individual Test Solutions
Verify Interactive G+ Report,/solutions/products/product-catalog/view/verify-interactive-g-report/,TRUE,FALSE,Ability & Aptitude,Report for Verify Interactive G+,Graduate; Manager; Mid-Professional; Professional Individual Contributor,,English,Cognitive ability assessment,Individual Test Solutions
Verify Interactive Process Monitoring,/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,TRUE,FALSE,Ability & Aptitude,"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits.",Graduate; Manager; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 18,English (USA),Cognitive ability assessment,Individual Test Solutions
